"year","alcohol","sexual","profanity","violence","identity","other"
2001,0,11.7647058823529,0,0.0196078431372549,1.96078431372549,3.92156862745098
2002,7.69230769230769,19.2307692307692,3.84615384615385,0,5.76923076923077,5.76923076923077
2003,1.5625,1.5625,3.125,0,6.25,4.6875
2004,4.54545454545454,1.13636363636364,2.27272727272727,0.0340909090909091,4.54545454545454,1.13636363636364
2005,2.94117647058824,0,11.7647058823529,0.0294117647058823,0,2.94117647058824
2006,2.4390243902439,4.8780487804878,21.9512195121951,0.048780487804878,4.8780487804878,2.4390243902439
2007,7.40740740740741,6.17283950617284,12.3456790123457,0.0740740740740741,11.1111111111111,2.46913580246914
2008,3.44827586206897,6.89655172413793,10.3448275862069,0.120689655172414,0,5.17241379310345
2009,8.57142857142857,16.1904761904762,13.3333333333333,0.0666666666666667,2.85714285714286,8.57142857142857
2010,13.9784946236559,17.2043010752688,9.67741935483871,0.0752688172043011,3.2258064516129,7.52688172043011
2011,5.10204081632653,9.18367346938776,12.2448979591837,0.0612244897959184,7.14285714285714,7.14285714285714
2012,9.09090909090909,20.9090909090909,8.18181818181818,0.0545454545454545,3.63636363636364,6.36363636363636
2013,11.214953271028,8.41121495327103,16.8224299065421,0.0747663551401869,0.934579439252336,7.47663551401869
2014,19.047619047619,15.8730158730159,6.34920634920635,0.126984126984127,1.58730158730159,4.76190476190476
2015,8.39694656488549,15.2671755725191,9.9236641221374,0.099236641221374,2.29007633587786,6.87022900763359
2016,14.5631067961165,15.5339805825243,14.5631067961165,0.0485436893203884,4.85436893203884,8.7378640776699
2017,26.7175572519084,19.8473282442748,13.7404580152672,0.0534351145038168,0.763358778625954,6.10687022900763
2018,17.6,12,16.8,0.12,3.2,8
2019,21.7391304347826,13.768115942029,14.4927536231884,0.072463768115942,4.34782608695652,9.42028985507246
NA,17.2131147540984,22.5409836065574,8.19672131147541,0.0778688524590164,6.9672131147541,13.5245901639344
